city_id,city_name_nl,city_name_en,city_name_fr,city_name_de,province_or_region,count_boroughs,pop_in_2000,pop_in_2024,area_km2,pop_per_km2,prosperity_index,pop_increase_2024v2000_percent
299,Gouvy,Gouvy,Gouvy,Gouvy,Luxemburg,5,4581,5474,165.35,33,88.3,19.49
302,Hotton,Hotton,Hotton,Hotton,Luxemburg,4,4890,5706,57.02,100,87.0,16.69
374,De Pinte,De Pinte,De Pinte,De Pinte,Oost-Vlaanderen,2,10124,11091,17.78,624,139.4,9.55
399,Lokeren,Lokeren,Lokeren,Lokeren,Oost-Vlaanderen,3,36458,43554,68.24,638,102.6,19.46
446,Grimbergen,Grimbergen,Grimbergen,Grimbergen,Vlaams-Brabant,4,32930,39860,38.67,1031,114.9,21.04
538,Houthulst,Houthulst,Houthulst,Houthulst,West-Vlaanderen,3,8946,10464,56.02,187,93.7,16.97
543,Jabbeke,Jabbeke,Jabbeke,Jabbeke,West-Vlaanderen,5,13609,14832,53.86,275,115.9,8.99
573,Veurne,Veurne,Furnes,Veurne,West-Vlaanderen,11,11854,12542,97.21,129,99.5,5.8
27,Hove,Hove,Hove,Hove,Antwerpen,1,8306,8406,6.02,1396,145.8,1.2
36,Lint,Lint,Lint,Lint,Antwerpen,1,7864,8505,5.65,1505,123.9,8.15
62,Westerlo,Westerlo,Westerlo,Westerlo,Antwerpen,4,21960,25625,55.47,462,109.0,16.69
65,Wommelgem,Wommelgem,Wommelgem,Wommelgem,Antwerpen,1,11762,13370,12.99,1029,110.5,13.67
99,Brugelette,Brugelette,Brugelette,Brugelette,Henegouwen,5,3344,3853,28.59,135,91.1,15.22
246,Limburg,Limbourg,Limbourg,Limbourg,Luik,3,5495,5654,24.64,229,95.1,2.89
381,Evergem,Evergem,Evergem,Evergem,Oost-Vlaanderen,4,31155,36860,75.37,489,111.1,18.31
413,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,Oost-Vlaanderen,2,8314,8208,14.45,568,163.3,-1.27
472,Opwijk,Opwijk,Opwijk,Opwijk,Vlaams-Brabant,2,11718,14866,19.92,746,114.4,26.86
514,Terhulpen,La Hulpe,La Hulpe,La Hulpe,Waals-Brabant,1,6943,7530,15.52,485,124.8,8.45
104,Chimay,Chimay,Chimay,Chimay,Henegouwen,14,9759,9716,198.6,49,83.7,-0.44
156,Zinnik,Soignies,Soignies,Soignies,Henegouwen,7,24582,29032,111.27,261,95.1,18.1
159,As,As,As,As,Limburg,2,7213,8259,22.13,373,105.6,14.5
306,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,Luxemburg,8,9277,11972,179.21,67,95.9,29.05
389,Kaprijke,Kaprijke,Kaprijke,Kaprijke,Oost-Vlaanderen,2,6175,6660,33.64,198,113.8,7.85
436,Bierbeek,Bierbeek,Bierbeek,Bierbeek,Vlaams-Brabant,4,8822,10534,38.97,270,134.5,19.41
463,Leuven,Leuven,Louvain,Löwen,Vlaams-Brabant,5,88084,104009,57.51,1809,113.9,18.08
479,Sint-Genesius-Rode,Sint-Genesius-Rode,Rhode-Saint-Genèse,Sint-Genesius-Rode,Vlaams-Brabant,1,17998,18693,22.75,822,134.3,3.86
505,Lasne,Lasne,Lasne,Lasne,Waals-Brabant,5,13512,14198,47.57,298,142.6,5.08
506,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Waals-Brabant,3,5871,8407,18.72,449,117.2,43.2
553,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,West-Vlaanderen,1,8270,9319,26.16,356,102.9,12.68
563,Oostrozebeke,Oostrozebeke,Oostrozebeke,Oostrozebeke,West-Vlaanderen,1,7317,8064,16.72,482,100.1,10.21
576,Wervik,Wervik,Wervik,Wervik,West-Vlaanderen,2,17796,19209,43.77,439,92.0,7.94
70,Anderlecht,Anderlecht,Anderlecht,Anderlecht,Brussels Hoofdstedelijk Gewest,1,87812,126581,17.91,7068,63.7,44.15
120,Frameries,Frameries,Frameries,Frameries,Henegouwen,5,20679,21671,26.09,831,83.3,4.8
205,Awans,Awans,Awans,Awans,Luik,5,8270,9344,27.22,343,107.2,12.99
216,Büllingen,Büllingen,Bullange,Büllingen,Luik,3,5287,5544,150.67,37,94.5,4.86
240,Héron,Héron,Héron,Héron,Luik,4,4195,5598,38.41,146,108.7,33.44
342,Florennes,Florennes,Florennes,Florennes,Namen,11,10668,11378,134.18,85,91.6,6.66
386,Hamme,Hamme,Hamme,Hamme,Oost-Vlaanderen,2,22685,25554,40.53,630,101.2,12.65
387,Herzele,Herzele,Herzele,Herzele,Oost-Vlaanderen,8,16276,18928,47.9,395,113.6,16.29
423,Zele,Zele,Zele,Zele,Oost-Vlaanderen,1,20394,21501,33.28,646,97.8,5.43
470,Meise,Meise,Meise,Meise,Vlaams-Brabant,2,18347,20299,35.07,579,126.1,10.64
484,Tielt-Winge,Tielt-Winge,Tielt-Winge,Tielt-Winge,Vlaams-Brabant,4,9814,11604,44.62,260,113.8,18.24
68,Zoersel,Zoersel,Zoersel,Zoersel,Antwerpen,2,20164,22557,38.68,583,121.2,11.87
132,Les Bons Villers,Les Bons Villers,Les Bons Villers,Les Bons Villers,Henegouwen,5,8728,9586,42.97,223,110.0,9.83
175,Herk-de-Stad,Herk-de-Stad,Herck-la-Ville,Herk-de-Stad,Limburg,4,11615,12841,43.03,298,111.5,10.56
207,Baelen,Baelen,Baelen,Baelen,Luik,2,3852,4487,85.65,52,101.4,16.48
244,Lierneux,Lierneux,Lierneux,Lierneux,Luik,3,3317,3644,92.34,39,95.6,9.86
290,Bertrix,Bertrix,Bertrix,Bertrix,Luxemburg,5,8054,9017,138.49,65,89.3,11.96
368,Aalter,Aalter,Aalter,Aalter,Oost-Vlaanderen,6,26303,29787,119.85,249,114.5,13.25
377,Dendermonde,Dendermonde,Termonde,Dendermonde,Oost-Vlaanderen,8,43137,47185,56.52,835,107.3,9.38
415,Sint-Niklaas,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Oost-Vlaanderen,4,68290,81863,84.2,972,96.6,19.88
577,Wevelgem,Wevelgem,Wevelgem,Wevelgem,West-Vlaanderen,3,31374,31884,39.14,815,103.4,1.63
108,Courcelles,Courcelles,Courcelles,Courcelles,Henegouwen,4,29706,31337,44.52,704,84.5,5.49
351,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Namen,8,17523,19225,46.94,410,96.5,9.71
406,Ninove,Ninove,Ninove,Ninove,Oost-Vlaanderen,12,34559,40363,73.12,552,103.7,16.79
468,Lubbeek,Lubbeek,Lubbeek,Lubbeek,Vlaams-Brabant,4,13620,15124,45.28,334,136.5,11.04
520,Alveringem,Alveringem,Alveringem,Alveringem,West-Vlaanderen,9,4805,5023,80.71,62,91.8,4.54
564,Oudenburg,Oudenburg,Oudenburg,Oudenburg,West-Vlaanderen,4,8810,9933,35.6,279,103.1,12.75
5,Balen,Balen,Balen,Balen,Antwerpen,2,19290,23523,72.99,322,104.3,21.94
15,Dessel,Dessel,Dessel,Dessel,Antwerpen,1,8545,9892,27.45,360,101.3,15.76
312,Messancy,Messancy,Messancy,Messancy,Luxemburg,5,6902,8549,52.62,162,118.5,23.86
367,Aalst,Aalst,Alost,Aalst,Oost-Vlaanderen,9,84859,90995,78.66,1157,105.0,7.23
396,Lierde,Lierde,Lierde,Lierde,Oost-Vlaanderen,4,6291,6874,26.32,261,111.6,9.27
424,Zelzate,Zelzate,Zelzate,Zelzate,Oost-Vlaanderen,1,12094,13704,13.77,995,95.5,13.31
449,Herent,Herent,Herent,Herent,Vlaams-Brabant,3,18848,23007,32.74,703,133.4,22.07
469,Machelen,Machelen,Machelen,Machelen,Vlaams-Brabant,2,11838,16576,11.5,1441,87.0,40.02
471,Merchtem,Merchtem,Merchtem,Merchtem,Vlaams-Brabant,3,14250,18029,36.9,489,117.1,26.52
534,Gistel,Gistel,Gistel,Gistel,West-Vlaanderen,4,11085,12244,42.84,286,104.1,10.46
554,Lo-Reninge,Lo-Reninge,Lo-Reninge,Lo-Reninge,West-Vlaanderen,4,3217,3216,63.4,51,92.0,-0.03
575,Waregem,Waregem,Waregem,Waregem,West-Vlaanderen,4,35839,39997,44.5,899,108.3,11.6
105,Chièvres,Chièvres,Chièvres,Chièvres,Henegouwen,6,6006,7168,47.37,151,96.2,19.35
182,Lanaken,Lanaken,Lanaken,Lanaken,Limburg,5,23500,26366,58.95,447,101.3,12.2
222,Dalhem,Dalhem,Dalhem,Dalhem,Luik,8,6145,7712,36.11,214,110.2,25.5
239,Hoei,Huy,Huy,Huy,Luik,3,19056,21706,47.64,456,92.5,13.91
272,Theux,Theux,Theux,Theux,Luik,3,11170,12052,83.48,144,108.7,7.9
355,Ohey,Ohey,Ohey,Ohey,Namen,6,4063,5226,56.68,92,99.1,28.62
492,Zoutleeuw,Zoutleeuw,Léau,Zoutleeuw,Vlaams-Brabant,5,7791,8734,46.85,186,107.6,12.1
503,Itter,Ittre,Ittre,Ittre,Waals-Brabant,3,5651,7013,35.03,200,113.3,24.1
555,Menen,Menen,Menin,Menen,West-Vlaanderen,3,32028,34417,33.16,1038,90.7,7.46
103,Charleroi,Charleroi,Charleroi,Charleroi,Henegouwen,15,200827,204322,102.95,1985,71.5,1.74
129,La Louvière,La Louvière,La Louvière,La Louvière,Henegouwen,10,76568,81241,64.56,1258,79.8,6.1
148,Quiévrain,Quiévrain,Quiévrain,Quiévrain,Henegouwen,3,6713,6865,21.48,320,80.2,2.26
258,Pepinster,Pepinster,Pepinster,Pepinster,Luik,4,9292,9274,24.89,373,91.5,-0.19
271,Stoumont,Stoumont,Stoumont,Stoumont,Luik,5,2873,3150,108.54,29,103.7,9.64
332,Beauraing,Beauraing,Beauraing,Beauraing,Namen,15,8096,9490,174.63,54,88.6,17.22
466,Linter,Linter,Linter,Linter,Vlaams-Brabant,7,6852,7323,36.87,199,112.0,6.87
496,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,Waals-Brabant,1,8746,10854,26.88,404,109.9,24.1
559,Moorslede,Moorslede,Moorslede,Moorslede,West-Vlaanderen,2,10733,11473,35.45,324,98.4,6.89
578,Wielsbeke,Wielsbeke,Wielsbeke,Wielsbeke,West-Vlaanderen,3,8911,10138,21.92,463,99.1,13.77
1,Aartselaar,Aartselaar,Aartselaar,Aartselaar,Antwerpen,1,14438,14890,11.02,1351,124.9,3.13
18,Essen,Essen,Essen,Essen,Antwerpen,1,16407,19630,47.57,413,100.7,19.64
46,Oud-Turnhout,Oud-Turnhout,Oud-Turnhout,Oud-Turnhout,Antwerpen,1,12413,14828,39.17,379,111.8,19.46
51,Retie,Retie,Retie,Retie,Antwerpen,1,9733,11867,48.5,245,104.3,21.93
73,Etterbeek,Etterbeek,Etterbeek,Etterbeek,Brussels Hoofdstedelijk Gewest,1,39404,49775,3.17,15702,81.3,26.32
90,Aiseau-Presles,Aiseau-Presles,Aiseau-Presles,Aiseau-Presles,Henegouwen,4,10931,10978,22.42,490,88.2,0.43
227,Eupen,Eupen,Eupen,Eupen,Luik,2,17516,20093,96.0,209,97.1,14.71
243,Kelmis,Kelmis,La Calamine,Kelmis,Luik,3,10121,11352,18.04,629,90.9,12.16
309,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,Luxemburg,7,16390,17972,122.07,147,93.9,9.65
333,Bièvre,Bièvre,Bièvre,Bièvre,Namen,10,3140,3476,109.55,32,84.7,10.7
352,La Bruyère,La Bruyère,La Bruyère,La Bruyère,Namen,7,7836,9351,53.04,176,118.1,19.33
358,Profondeville,Profondeville,Profondeville,Profondeville,Namen,6,10741,12318,50.37,245,110.5,14.68
378,Destelbergen,Destelbergen,Destelbergen,Destelbergen,Oost-Vlaanderen,2,17172,19110,26.71,715,127.7,11.29
383,Gent,Gent,Gand,Gent,Oost-Vlaanderen,14,224180,269597,157.77,1709,103.0,20.26
441,Drogenbos,Drogenbos,Drogenbos,Drogenbos,Vlaams-Brabant,1,4693,5944,2.5,2378,88.2,26.66
445,Gooik,Gooik,Gooik,Gooik,Vlaams-Brabant,4,8834,9527,40.21,237,117.2,7.84
453,Holsbeek,Holsbeek,Holsbeek,Holsbeek,Vlaams-Brabant,4,8857,10207,38.78,263,127.4,15.24
487,Vilvoorde,Vilvoorde,Vilvorde,Vilvoorde,Vlaams-Brabant,2,34982,47445,21.57,2200,92.5,35.63
498,Geldenaken,Jodoigne,Jodoigne,Jodoigne,Waals-Brabant,10,11483,14899,73.73,202,107.9,29.75
550,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,West-Vlaanderen,3,7656,8100,53.07,153,97.7,5.8
21,Heist-op-den-Berg,Heist-op-den-Berg,Heist-op-den-Berg,Heist-op-den-Berg,Antwerpen,6,37233,44505,86.67,513,110.3,19.53
64,Willebroek,Willebroek,Willebroek,Willebroek,Antwerpen,4,22508,28248,27.37,1032,100.0,25.5
89,Aat,Ath,Ath,Ath,Henegouwen,19,25430,30048,127.9,235,101.5,18.16
107,Colfontaine,Colfontaine,Colfontaine,Colfontaine,Henegouwen,3,20480,20745,13.75,1509,72.3,1.29
167,Genk,Genk,Genk,Genk,Limburg,1,62842,67877,87.57,775,92.9,8.01
248,Luik,Liège,Liège,Lüttich,Luik,9,185639,195778,68.65,2852,81.3,5.46
363,Viroinval,Viroinval,Viroinval,Viroinval,Namen,8,5623,5649,121.22,47,84.1,0.46
375,Deinze,Deinze,Deinze,Deinze,Oost-Vlaanderen,17,38552,45471,128.03,355,113.2,17.95
409,Ronse,Ronse,Renaix,Ronse,Oost-Vlaanderen,1,23849,27356,34.7,788,84.9,14.71
478,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,Montaigu-Zichem,Scherpenheuvel-Zichem,Vlaams-Brabant,5,21720,24001,51.15,469,109.2,10.5
523,Avelgem,Avelgem,Avelgem,Avelgem,West-Vlaanderen,5,9148,10406,22.12,470,100.1,13.75
50,Ravels,Ravels,Ravels,Ravels,Antwerpen,3,13099,15514,95.13,163,96.8,18.44
80,Sint-Agatha-Berchem,Berchem-Sainte-Agathe,Berchem-Sainte-Agathe,Berchem-Sainte-Agathe,Brussels Hoofdstedelijk Gewest,1,18735,25787,2.95,8741,82.5,37.64
119,Fontaine-l’Evêque,Fontaine-l’Evêque,Fontaine-l’Evêque,Fontaine-l’Evêque,Henegouwen,3,16968,18122,28.66,632,84.6,6.8
152,Seneffe,Seneffe,Seneffe,Seneffe,Henegouwen,5,10528,11624,63.77,182,108.7,10.41
214,Burdinne,Burdinne,Burdinne,Burdinne,Luik,5,2709,3295,32.62,101,112.3,21.63
316,Paliseul,Paliseul,Paliseul,Paliseul,Luxemburg,8,5006,5530,111.25,50,90.3,10.47
339,Eghezée,Eghezée,Eghezée,Eghezée,Namen,16,13414,16866,103.22,163,110.8,25.73
391,Kruibeke,Kruibeke,Kruibeke,Kruibeke,Oost-Vlaanderen,3,14556,17072,33.53,509,111.1,17.28
419,Wachtebeke,Wachtebeke,Wachtebeke,Wachtebeke,Oost-Vlaanderen,1,6809,7897,34.63,228,108.7,15.98
458,Kortenaken,Kortenaken,Kortenaken,Kortenaken,Vlaams-Brabant,5,7443,7949,49.44,161,110.0,6.8
507,Nijvel,Nivelles,Nivelles,Nivelles,Waals-Brabant,5,23751,29070,60.83,478,112.6,22.39
528,Damme,Damme,Damme,Damme,West-Vlaanderen,6,11058,11207,90.36,124,112.3,1.35
571,Tielt,Tielt,Tielt,Tielt,West-Vlaanderen,4,19208,20627,68.85,300,102.9,7.39
580,Zedelgem,Zedelgem,Zedelgem,Zedelgem,West-Vlaanderen,4,22020,23460,60.66,387,109.9,6.54
23,Herentals,Herentals,Herentals,Herentals,Antwerpen,3,25474,28865,47.95,602,108.7,13.31
33,Laakdal,Laakdal,Laakdal,Laakdal,Antwerpen,4,14806,16753,42.43,395,106.6,13.15
122,Froidchapelle,Froidchapelle,Froidchapelle,Froidchapelle,Henegouwen,5,3315,4084,86.54,47,85.1,23.2
123,Gerpinnes,Gerpinnes,Gerpinnes,Gerpinnes,Henegouwen,6,12050,12863,47.68,270,114.8,6.75
163,Borgloon,Borgloon,Looz,Borgloon,Limburg,13,10116,11580,51.32,226,104.3,14.47
251,Modave,Modave,Modave,Modave,Luik,4,3588,4207,40.42,104,108.4,17.25
294,Durbuy,Durbuy,Durbuy,Durbuy,Luxemburg,12,9916,11506,157.08,73,91.6,16.03
326,Vielsalm,Vielsalm,Vielsalm,Vielsalm,Luxemburg,4,7182,7940,140.7,56,89.9,10.55
364,Vresse-sur-Semois,Vresse-sur-Semois,Vresse-sur-Semois,Vresse-sur-Semois,Namen,12,2810,2470,101.41,24,87.3,-12.1
365,Walcourt,Walcourt,Walcourt,Walcourt,Namen,16,16840,18465,123.64,149,102.0,9.65
461,Landen,Landen,Landen,Landen,Vlaams-Brabant,14,14288,16390,53.3,308,108.3,14.71
28,Hulshout,Hulshout,Hulshout,Hulshout,Antwerpen,3,8626,10594,17.38,610,107.8,22.81
45,Olen,Olen,Olen,Olen,Antwerpen,1,10895,12824,23.12,555,107.7,17.71
78,Oudergem,Auderghem,Auderghem,Auderghem,Brussels Hoofdstedelijk Gewest,1,28804,35350,8.97,3941,100.0,22.73
98,Boussu,Boussu,Boussu,Boussu,Henegouwen,2,20059,20283,20.08,1010,75.8,1.12
134,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut,Henegouwen,10,13031,14201,74.46,191,95.7,8.98
274,Tinlot,Tinlot,Tinlot,Tinlot,Luik,5,2184,2777,37.26,75,109.0,27.15
282,Weismes,Weismes,Waimes,Weismes,Luik,3,6503,7563,97.56,78,95.7,16.3
286,Attert,Attert,Attert,Attert,Luxemburg,5,4118,5797,71.08,82,137.7,40.77
287,Aubange,Aubange,Aubange,Aubange,Luxemburg,4,14663,17845,46.11,387,89.4,21.7
296,Etalle,Etalle,Etalle,Etalle,Luxemburg,6,4890,6024,79.44,76,115.6,23.19
307,Léglise,Léglise,Léglise,Léglise,Luxemburg,5,3701,5839,173.72,34,101.5,57.77
328,Wellin,Wellin,Wellin,Wellin,Luxemburg,5,2837,3147,67.86,46,97.4,10.93
430,Asse,Asse,Asse,Asse,Vlaams-Brabant,6,27931,35755,50.22,712,105.5,28.01
443,Geetbets,Geetbets,Geetbets,Geetbets,Vlaams-Brabant,3,5793,6261,35.52,176,104.0,8.08
456,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Vlaams-Brabant,3,8783,9703,15.37,631,121.3,10.47
488,Wemmel,Wemmel,Wemmel,Wemmel,Vlaams-Brabant,1,13932,18179,8.77,2073,109.2,30.48
515,Tubeke,Tubize,Tubize,Tubize,Waals-Brabant,4,21461,28381,32.77,835,91.0,32.24
544,Knokke-Heist,Knokke-Heist,Knokke-Heist,Knokke-Heist,West-Vlaanderen,4,33148,32514,61.59,528,147.2,-1.91
547,Kortemark,Kortemark,Kortemark,Kortemark,West-Vlaanderen,4,12232,12815,55.43,231,96.2,4.77
34,Lier,Lier,Lierre,Lier,Antwerpen,2,32191,38210,49.85,766,108.9,18.7
172,Hasselt,Hasselt,Hasselt,Hasselt,Limburg,8,68058,80828,102.69,787,112.6,18.76
220,Comblain-au-Pont,Comblain-au-Pont,Comblain-au-Pont,Comblain-au-Pont,Luik,2,5189,5319,22.63,235,92.3,2.51
297,Fauvillers,Fauvillers,Fauvillers,Fauvillers,Luxemburg,3,1838,2453,74.79,33,99.4,33.46
403,Merelbeke,Merelbeke,Merelbeke,Merelbeke,Oost-Vlaanderen,6,21786,25229,37.0,682,126.0,15.8
491,Zemst,Zemst,Zemst,Zemst,Vlaams-Brabant,5,20553,23401,43.23,541,132.4,13.86
527,Brugge,Brugge,Bruges,Brügge,West-Vlaanderen,8,116264,119869,140.99,850,110.6,3.1
535,Harelbeke,Harelbeke,Harelbeke,Harelbeke,West-Vlaanderen,3,26320,29904,29.4,1017,101.3,13.62
10,Boom,Boom,Boom,Boom,Antwerpen,1,15057,19431,7.38,2633,92.9,29.05
20,Grobbendonk,Grobbendonk,Grobbendonk,Grobbendonk,Antwerpen,2,10449,11607,28.37,409,113.7,11.08
173,Hechtel-Eksel,Hechtel-Eksel,Hechtel-Eksel,Hechtel-Eksel,Limburg,2,11149,12965,76.68,169,99.9,16.29
319,Saint-Hubert,Saint-Hubert,Saint-Hubert,Saint-Hubert,Luxemburg,6,5727,5693,111.99,51,91.3,-0.59
330,Anhée,Anhée,Anhée,Anhée,Namen,7,6771,7135,66.03,108,96.7,5.38
379,Eeklo,Eeklo,Eeklo,Eeklo,Oost-Vlaanderen,1,19069,22401,30.45,736,98.6,17.47
426,Zulte,Zulte,Zulte,Zulte,Oost-Vlaanderen,3,14528,16095,32.76,491,108.2,10.79
464,Liedekerke,Liedekerke,Liedekerke,Liedekerke,Vlaams-Brabant,1,11800,14013,10.17,1378,103.0,18.75
495,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,Waals-Brabant,6,10141,11818,48.33,245,131.4,16.54
512,Rebecq,Rebecq,Rebecq,Rebecq,Waals-Brabant,3,9877,11133,39.26,284,101.6,12.72
548,Kortrijk,Kortrijk,Courtrai,Kortrijk,West-Vlaanderen,8,74790,80032,80.69,992,104.4,7.01
562,Oostkamp,Oostkamp,Oostkamp,Oostkamp,West-Vlaanderen,4,21218,24275,80.13,303,111.9,14.41
4,Baarle-Hertog,Baarle-Hertog,Baerle-Duc,Baarle-Hertog,Antwerpen,1,2120,3001,7.41,405,87.5,41.56
29,Kalmthout,Kalmthout,Kalmthout,Kalmthout,Antwerpen,1,17260,19672,59.41,331,116.0,13.97
53,Rumst,Rumst,Rumst,Rumst,Antwerpen,3,14583,15536,20.15,771,118.0,6.54
85,Sint-Pieters-Woluwe,Woluwe-Saint-Pierre,Woluwe-Saint-Pierre,Woluwe-Saint-Pierre,Brussels Hoofdstedelijk Gewest,1,37922,42571,8.94,4762,110.6,12.26
116,Estinnes,Estinnes,Estinnes,Estinnes,Henegouwen,9,7521,7955,73.29,109,96.7,5.77
174,Heers,Heers,Heers,Heers,Limburg,12,6575,7593,53.06,143,101.0,15.48
212,Borgworm,Waremme,Waremme,Waremme,Luik,7,13190,15489,30.89,501,102.6,17.43
335,Ciney,Ciney,Ciney,Ciney,Namen,9,14452,17183,147.87,116,95.7,18.9
459,Kortenberg,Kortenberg,Kortenberg,Kortenberg,Vlaams-Brabant,4,17355,21165,34.7,610,123.6,21.95
519,Waver,Wavre,Wavre,Wavre,Waals-Brabant,3,31033,35558,42.11,844,112.4,14.58
536,Heuvelland,Heuvelland,Heuvelland,Heuvelland,West-Vlaanderen,7,8399,7969,94.79,84,91.1,-5.12